"Ticker","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"MBCN","Middlefield Banc Corp.","48.85","157185426.6","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mbcn",
"MSEX","Middlesex Water Company","34.82","569168973.52","n/a","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/msex",
"MSBI","Midland States Bancorp, Inc.","31.77","749303360.73","n/a","2016","Finance","Major Banks","https://www.nasdaq.com/symbol/msbi",
"MOFG","MidWestOne Financial Group, Inc.","32.94","402513986.34","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mofg",
"MIME","Mimecast Limited","36.11","2087579331.48","n/a","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mime",
"MDXG","MiMedx Group, Inc","7.76","861630614.48","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/mdxg",
"MNDO","MIND C.T.I. Ltd.","2.72","52472656.96","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/mndo",
"MB","MINDBODY, Inc.","37.9","1786667473.8","n/a","2015","Technology","EDP Services","https://www.nasdaq.com/symbol/mb",
"NERV","Minerva Neurosciences, Inc","5.35","207048707.55","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nerv",
"MGEN","Miragen Therapeutics, Inc.","6.32","140995528.08","n/a","2014","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/mgen",
"MRTX","Mirati Therapeutics, Inc.","31.1","786871705.1","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mrtx",
"MSON","MISONIX, Inc.","9.85","92596560.1","n/a","1992","Capital Goods","Medical Specialities","https://www.nasdaq.com/symbol/mson",
"MIND","Mitcham Industries, Inc.","3.44","41587326.16","n/a","1994","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/mind",
"MINDP","Mitcham Industries, Inc.","23.25","0","n/a","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/mindp",
"MITK","Mitek Systems, Inc.","7.7","268751683.2","n/a","n/a","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/mitk",
"MITL","Mitel Networks Corporation","8.02","963314576.74","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/mitl",
"MKSI","MKS Instruments, Inc.","114.5","6238869817","n/a","1999","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mksi",
"MMAC","MMA Capital Management, LLC","27.35","151127539.45","n/a","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/mmac",
"MINI","Mobile Mini, Inc.","41.3","1832539976.4","n/a","1994","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/mini",
"MOBL","MobileIron, Inc.","4.9","470677148.9","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mobl",
"MMDM","Modern Media Acquisition Corp.","9.9","256162500","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/mmdm",
"MMDMR","Modern Media Acquisition Corp.","0.36","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/mmdmr",
"MMDMU","Modern Media Acquisition Corp.","10.45","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/mmdmu",
"MMDMW","Modern Media Acquisition Corp.","0.55","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/mmdmw",
"MTEM","Molecular Templates, Inc.","8.96","240981260.8","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mtem",
"MBRX","Moleculin Biotech, Inc.","2","42938218","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mbrx",
"MNTA","Momenta Pharmaceuticals, Inc.","17.6","1352706995.2","n/a","2004","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/mnta",
"MOMO","Momo Inc.","33.27","4650765524.28","139788564","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/momo",
"MKGI","Monaker Group, Inc.","4.74","14900768.28","n/a","n/a","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/mkgi",
"MCRI","Monarch Casino & Resort, Inc.","42.47","754243671.62","n/a","1993","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/mcri",
"MDLZ","Mondelez International, Inc.","45.06","67019020677.96","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/mdlz",
"MGI","Moneygram International, Inc.","10.63","576479037.9","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/mgi",
"MDB","MongoDB, Inc.","36.01","1821446080.74","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mdb",
"MPWR","Monolithic Power Systems, Inc.","118.42","4989300097.64","n/a","2004","Technology","Semiconductors","https://www.nasdaq.com/symbol/mpwr",
"TYPE","Monotype Imaging Holdings Inc.","23.95","995374501.9","n/a","2007","Technology","EDP Services","https://www.nasdaq.com/symbol/type",
"MNRO","Monro, Inc. ","52.2","1711897173","n/a","1991","Consumer Services","Automotive Aftermarket","https://www.nasdaq.com/symbol/mnro",
"MRCC","Monroe Capital Corporation","12.9","261095445.3","n/a","2012","n/a","n/a","https://www.nasdaq.com/symbol/mrcc",
"MNST","Monster Beverage Corporation","55.74","31571289173.52","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/mnst",
"MORN","Morningstar, Inc.","94.66","4022873553.76","n/a","2005","Finance","Investment Managers","https://www.nasdaq.com/symbol/morn",
"MOSY","MoSys, Inc.","1.48","11940099.8","n/a","2001","Technology","Semiconductors","https://www.nasdaq.com/symbol/mosy",
"MTFB","Motif Bio plc","10","12794510","1279451","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mtfb",
"MTFBW","Motif Bio plc","4.2","0","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mtfbw",
"MPAA","Motorcar Parts of America, Inc.","20.75","395783072.25","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/mpaa",
"MOTS","Motus GI Holdings, Inc.","4.85","75528914.2","n/a","2018","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/mots",
"MPVD","Mountain Province Diamonds Inc.","2.55","408646427.55","n/a","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/mpvd",
"MOXC","Moxian, Inc.","3.3","221123756.7","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/moxc",
"MSBF","MSB Financial Corp.","18.2","104989102.4","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/msbf",
"MTEC","MTech Acquisition Corp.","9.58","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/mtec",
"MTECU","MTech Acquisition Corp.","10.2","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/mtecu",
"MTECW","MTech Acquisition Corp.","0.65","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/mtecw",
"MTGE","MTGE Investment Corp.","17.45","799169638.15","n/a","2011","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/mtge",
"MTGEP","MTGE Investment Corp.","25.45","50900000","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/mtgep",
"MTSC","MTS Systems Corporation","50.5","899240168","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/mtsc",
"MUDSU","Mudrick Capital Acquisition Corporation","10.13","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/mudsu",
"LABL","Multi-Color Corporation","64.35","1315492828.65","n/a","1987","Miscellaneous","Publishing","https://www.nasdaq.com/symbol/labl",
"MBIO","Mustang Bio, Inc.","11","288553529","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mbio",
"MFSF","MutualFirst Financial Inc.","35.8","264540305.2","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mfsf",
"MVBF","MVB Financial Corp.","19.65","205236920.55","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mvbf",
"MYSZ","My Size, Inc.","1.67","48424868.09","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/mysz",
"MYL","Mylan N.V.","41.54","21384032191.86","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/myl",
"MYND","MYnd Analytics, Inc.","2.21","9642364.81","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/mynd",
"MYNDW","MYnd Analytics, Inc.","0.37","0","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/myndw",
"MYOK","MyoKardia, Inc.","60.75","2171267937","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/myok",
"MYOS","MYOS RENS Technology Inc.","1.29","8184239.88","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/myos",
"MYRG","MYR Group, Inc.","32.92","541929797.16","n/a","n/a","Basic Industries","Water Supply","https://www.nasdaq.com/symbol/myrg",
"MYGN","Myriad Genetics, Inc.","33.13","2314140273.35","n/a","1995","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/mygn",
"NBRV","Nabriva Therapeutics plc","6.17","226386493.3","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nbrv",
"NAKD","Naked Brand Group Inc.","1.46","15099598.86","n/a","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/nakd",
"NNDM","Nano Dimension Ltd.","2.2","5191106.8","2359594","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/nndm",
"NANO","Nanometrics Incorporated","26.69","634189203.76","n/a","1984","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/nano",
"NSTG","NanoString Technologies, Inc.","6.61","167780565.79","n/a","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/nstg",
"NAOV","NanoVibronix, Inc.","4.65","17552615.4","n/a","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/naov",
"NH","NantHealth, Inc.","3.45","373737354.6","n/a","2016","Technology","EDP Services","https://www.nasdaq.com/symbol/nh",
"NK","NantKwest, Inc.","4.96","394097489.44","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/nk",
"NSSC","NAPCO Security Technologies, Inc.","10","187085470","n/a","n/a","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/nssc",
"NDAQ","Nasdaq, Inc.","81.77","13619662878.64","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ndaq",
"NTRA","Natera, Inc.","9.2","494674606.8","n/a","2015","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/ntra",
"NATH","Nathan&#39;s Famous, Inc.","67","280364783","n/a","1993","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/nath",
"NAUH","National American University Holdings, Inc.","1.05","25526006.1","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/nauh",
"NKSH","National Bankshares, Inc.","41.5","288755921","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/nksh",
"FIZZ","National Beverage Corp.","95.84","4466215880","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/fizz",
"NCMI","National CineMedia, Inc.","7.7","604461303.6","n/a","2007","Consumer Services","Advertising","https://www.nasdaq.com/symbol/ncmi",
"NCOM","National Commerce Corporation","44.75","768695541.5","n/a","2015","Finance","Major Banks","https://www.nasdaq.com/symbol/ncom",
"NESR","National Energy Services Reunited Corp.","9.9","283656037.5","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/nesr",
"NESRW","National Energy Services Reunited Corp.","1","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/nesrw",
"NGHC","National General Holdings Corp","24.37","2600432482.26","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/nghc",
"NGHCN","National General Holdings Corp","25.04","0","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/nghcn",
"NGHCO","National General Holdings Corp","25.09","0","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/nghco",
"NGHCP","National General Holdings Corp","25.21","55462000","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/nghcp",
"NGHCZ","National General Holdings Corp","24.915","0","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/nghcz",
"NHLD","National Holdings Corporation","3.91","48632251.56","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/nhld",
"NHLDW","National Holdings Corporation","1.12","0","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/nhldw",
"NATI","National Instruments Corporation","52.1","6835769819.5","n/a","1995","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/nati",
"NRCIA","National Research Corporation","30.4","743947006.4","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/nrcia",
"NRCIB","National Research Corporation","49.13","1202306461.33","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/nrcib",
"NSEC","National Security Group, Inc.","15.2","38339142.4","n/a","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/nsec",
"EYE","National Vision Holdings, Inc.","36.43","2719639099.76","n/a","2017","Health Care","Ophthalmic Goods","https://www.nasdaq.com/symbol/eye",
"NWLI","National Western Life Group, Inc.","312.48","1136229151.68","n/a","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/nwli",
"NAII","Natural Alternatives International, Inc.","12.05","89519691","n/a","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/naii",
"NHTC","Natural Health Trends Corp.","17.54","198936750.6","n/a","n/a","Consumer Durables","Consumer Specialties","https://www.nasdaq.com/symbol/nhtc",
"NATR","Nature&#39;s Sunshine Products, Inc.","11.05","208865972.9","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/natr",
"BABY","Natus Medical Incorporated","32.25","1069423803","n/a","2001","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/baby",
"JSM","Navient Corporation","23.29","0","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/jsm",
"NAVI","Navient Corporation","13.43","3537307313.26","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/navi",
"NBTB","NBT Bancorp Inc.","36.13","1575007683.35","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/nbtb",
"NCSM","NCS Multistage Holdings, Inc.","15.28","670969798.08","n/a","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/ncsm",
"NEBU","Nebula Acquisition Corporation","n/a","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/nebu",
"NEBUU","Nebula Acquisition Corporation","10.0402","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/nebuu",
"NEBUW","Nebula Acquisition Corporation","n/a","0","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/nebuw",
"NKTR","Nektar Therapeutics","102.08","16427011775.68","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nktr",
"NMRD","Nemaura Medical Inc.","5.33","360713080","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nmrd",
"NEOG","Neogen Corporation","60.45","3113578020.15","n/a","1989","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/neog",
"NEO","NeoGenomics, Inc.","8.76","704387719.32","n/a","n/a","Health Care","Precision Instruments","https://www.nasdaq.com/symbol/neo",
"NEON","Neonode Inc.","0.5151","30182028.4953","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/neon",
"NEOS","Neos Therapeutics, Inc.","8.4","243574430.4","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/neos",
"NVCN","Neovasc Inc.","0.2098","26809152.2242","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nvcn",
"NEPT","Neptune Technologies & Bioresources Inc","2.38","187499191.74","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nept",
"UEPS","Net 1 UEPS Technologies, Inc.","10.23","581395145.1","n/a","2005","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ueps",
"NETE","Net Element, Inc.","5.27","18492682.96","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/nete",
"NTAP","NetApp, Inc.","62.19","16662113210.52","n/a","1995","Technology","Electronic Components","https://www.nasdaq.com/symbol/ntap",
"NTES","NetEase, Inc.","294.78","22362331520.64","75861088","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ntes",
"NFLX","Netflix, Inc.","315","136693765215","n/a","2002","Consumer Services","Consumer Electronics/Video Chains","https://www.nasdaq.com/symbol/nflx",
"NTGR","NETGEAR, Inc.","56.5","1773036783","n/a","2003","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ntgr",
"NLST","Netlist, Inc.","0.29","20421697.34","n/a","2006","Technology","Semiconductors","https://www.nasdaq.com/symbol/nlst",
"NTCT","NetScout Systems, Inc.","26.7","2330031730.2","n/a","1999","Technology","EDP Services","https://www.nasdaq.com/symbol/ntct",
"NTWK","NetSol Technologies Inc.","4.55","51849074.55","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ntwk",
"CUR","Neuralstem, Inc.","1.57","23779262.39","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cur",
"NBIX","Neurocrine Biosciences, Inc.","90.2","8052473037.4","n/a","1996","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/nbix",
"NURO","NeuroMetrix, Inc.","1.41","10070135.4","n/a","2004","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nuro",
"NUROW","NeuroMetrix, Inc.","0.0599","0","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nurow",
"NTRP","Neurotrope, Inc.","8.56","67588553.04","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ntrp",
"NBEV","New Age Beverages Corporation","3.32","114922659.88","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/nbev",
"NYMT","New York Mortgage Trust, Inc.","6.01","673820201.06","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/nymt",
"NYMTN","New York Mortgage Trust, Inc.","23.61","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/nymtn",
"NYMTO","New York Mortgage Trust, Inc.","23.89","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/nymto",
"NYMTP","New York Mortgage Trust, Inc.","23.6292","0","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/nymtp",
"NEWA","Newater Technology, Inc.","13.32","141178680","n/a","2017","Basic Industries","Miscellaneous","https://www.nasdaq.com/symbol/newa",
"NLNK","NewLink Genetics Corporation","7.7","285494124.3","n/a","2011","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nlnk",
"NMRK","Newmark Group, Inc.","14.55","2203362299.25","n/a","2017","Finance","Real Estate","https://www.nasdaq.com/symbol/nmrk",
"NWS","News Corporation","16.4","9556918238.8","n/a","n/a","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/nws",
"NWSA","News Corporation","16.15","9411233509.55","n/a","n/a","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/nwsa",
"NEWT","Newtek Business Services Corp.","17.51","315254364.97","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/newt",
"NEWTI","Newtek Business Services Corp.","25.69","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/newti",
"NEWTL","Newtek Business Services Corp.","25.36","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/newtl",
"NEWTZ","Newtek Business Services Corp.","25.8314","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/newtz",
"NXEO","Nexeo Solutions, Inc.","9.74","874080349.66","n/a","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/nxeo",
"NXEOU","Nexeo Solutions, Inc.","10.0201","0","n/a","2014","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/nxeou",
"NXEOW","Nexeo Solutions, Inc.","0.62","0","n/a","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/nxeow",
"NXST","Nexstar Media Group, Inc.","70.9","3269152844.1","n/a","2003","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/nxst",
"NEXT","NextDecade Corporation","5.155","559414243.885","n/a","2015","Public Utilities","Oil & Gas Production","https://www.nasdaq.com/symbol/next",
"NFEC","NF Energy Saving Corporation","0.92","6507425.88","n/a","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/nfec",
"NODK","NI Holdings, Inc.","16.43","366607995.47","n/a","2017","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/nodk",
"EGOV","NIC Inc.","14.1","934530276.3","n/a","1999","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/egov",
"NICE","NICE Ltd","95.77","4031201502.33","42092529","n/a","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/nice",
"NICK","Nicholas Financial, Inc.","8.8","69388000","n/a","n/a","Finance","Finance Companies","https://www.nasdaq.com/symbol/nick",
"NCBS","Nicolet Bankshares Inc.","53.92","529386560","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ncbs",
"NITE","Nightstar Therapeutics plc","13.88","85556320","6164000","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/nite",
"NIHD","NII Holdings, Inc.","1.47","147708009.33","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/nihd",
"NMIH","NMI Holdings Inc","19.575","1186787932.2","n/a","2013","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/nmih",
"NNBR","NN, Inc.","24.55","676926896.35","n/a","1994","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/nnbr",
"NDLS","Noodles & Company","6.85","281664026.6","n/a","2013","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/ndls",
"NDSN","Nordson Corporation","135.94","7880849620","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ndsn",
"NSYS","Nortech Systems Incorporated","3.4931","9568477.6681","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/nsys",
"NBN","Northeast Bancorp","22.7","202649097.1","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/nbn",
"NTIC","Northern Technologies International Corporation","22.4","101637939.2","n/a","n/a","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/ntic",
"NTRS","Northern Trust Corporation","106.36","24072017512.36","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ntrs",
"NTRSP","Northern Trust Corporation","26.68","426880000","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ntrsp",
"NFBK","Northfield Bancorp, Inc.","16.06","785009780.72","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/nfbk",
"NRIM","Northrim BanCorp Inc","35.05","240209356.7","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/nrim",
"NWBI","Northwest Bancshares, Inc.","16.77","1719747937.44","n/a","2009","Finance","Major Banks","https://www.nasdaq.com/symbol/nwbi",
"NWPX","Northwest Pipe Company","19.15","184218308.25","n/a","1995","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/nwpx",
"NCLH","Norwegian Cruise Line Holdings Ltd.","55.58","12709074700.14","n/a","n/a","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/nclh",
"NWFL","Norwood Financial Corp.","30.01","187666184.55","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/nwfl",
"NVFY","Nova Lifestyle, Inc","2.19","59970189.12","n/a","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/nvfy",
"NVMI","Nova Measuring Instruments Ltd.","27.34","762869605.72","n/a","2000","Capital Goods","Electronic Components","https://www.nasdaq.com/symbol/nvmi",
"NOVN","Novan, Inc.","3.33","86548891.14","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/novn",
"NOVT","Novanta Inc.","54.9","1899373707.9","n/a","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/novt",
"NVAX","Novavax, Inc.","2.08","780827914.88","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/nvax",
"NVLN","Novelion Therapeutics Inc. ","4.44","82397839.68","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nvln",
"NVCR","NovoCure Limited","21.75","1954943004.75","n/a","2015","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nvcr",
"NVMM","Novume Solutions, Inc.","3.62","51797798.08","n/a","n/a","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/nvmm",
"NVUS","Novus Therapeutics, Inc.","3.61","25578344.54","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nvus",
"NUAN","Nuance Communications, Inc.","16.36","4804921038.8","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/nuan",
"NCNA","NuCana plc","19.5","148131847.5","7596505","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ncna",
"NTNX","Nutanix, Inc.","42.03","6742672290.81","n/a","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ntnx",
"NTRI","NutriSystem Inc","31.05","937959052.05","n/a","n/a","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/ntri",
"NUVA","NuVasive, Inc.","49.4","2532073323","n/a","2004","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nuva",
"NVTR","Nuvectra Corporation","10.81","152400839.35","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nvtr",
"QQQX","Nuveen NASDAQ 100 Dynamic Overwrite Fund","25.07","917845667.05","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qqqx",
"NVEE","NV5 Global, Inc.","43.85","472948296.9","n/a","2013","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/nvee",
"NVEC","NVE Corporation","74.48","360632904.8","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/nvec",
"NVDA","NVIDIA Corporation","235.65","142568250000","n/a","1999","Technology","Semiconductors","https://www.nasdaq.com/symbol/nvda",
